,animacy,order,length,item,verb,particle,WorkerId,acceptability
1739,inanim,unshifted,short,11_low_inanim,deal,out,34,4
1740,anim,unshifted,long,7_low_anim,see,off,37,2
1741,anim,shifted,long,14_high_anim,egg,on,122,5
1742,anim,shifted,short,10_high_anim,rein,in,39,5
1743,anim,shifted,short,7_low_anim,see,off,123,2
1744,anim,shifted,long,8_high_anim,bog,down,40,4
1745,anim,unshifted,long,10_high_anim,rein,in,41,1
1746,anim,unshifted,long,7_low_anim,see,off,43,4
1747,anim,shifted,long,8_high_anim,bog,down,45,5
1748,inanim,unshifted,long,14_low_inanim,buy,up,125,3
1749,inanim,shifted,short,9_low_inanim,read,off,46,5
1750,anim,shifted,short,3_low_anim,send,away,48,5
1751,inanim,unshifted,short,5_low_inanim,argue,down,49,5
1752,anim,unshifted,short,13_high_anim,rip,off,128,5
1753,inanim,shifted,short,4_low_inanim,force,back,155,3
1754,inanim,unshifted,short,10_low_inanim,have,on,52,5
1755,inanim,unshifted,long,5_high_inanim,squirrel,away,53,4
1756,inanim,shifted,short,7_high_inanim,scale,back,54,2
1757,inanim,shifted,short,7_high_inanim,scale,back,148,5
1758,inanim,shifted,short,5_high_inanim,squirrel,away,129,5
1759,anim,shifted,short,18_high_anim,pep,up,56,4
1760,inanim,shifted,short,20_high_inanim,divvy,up,59,4
1761,inanim,shifted,long,9_high_inanim,wolf,down,61,2
1762,inanim,unshifted,short,7_high_inanim,scale,back,131,4
1763,inanim,shifted,short,7_high_inanim,scale,back,132,5
1764,inanim,shifted,short,15_high_inanim,pass,on,62,5
1765,anim,unshifted,long,10_high_anim,rein,in,63,2
1766,anim,unshifted,short,6_low_anim,do,in,65,2
1767,inanim,unshifted,long,5_high_inanim,squirrel,away,134,2
1768,inanim,shifted,long,9_high_inanim,wolf,down,66,5
1769,inanim,shifted,short,9_low_inanim,read,off,67,5
1770,inanim,unshifted,short,14_high_inanim,stave,off,69,4
1771,anim,unshifted,long,18_high_anim,pep,up,71,1
1772,inanim,shifted,long,4_low_inanim,force,back,136,4
1773,inanim,unshifted,long,7_low_inanim,move,in,72,5
1774,inanim,shifted,long,20_high_inanim,divvy,up,76,5
1775,anim,unshifted,short,7_low_anim,see,off,80,4
1776,inanim,shifted,short,10_low_inanim,have,on,138,5
1777,anim,unshifted,long,5_low_anim,laugh,down,82,1
1778,inanim,unshifted,long,5_low_inanim,argue,down,139,4
1779,inanim,shifted,long,9_high_inanim,wolf,down,83,4
1780,anim,unshifted,short,5_low_anim,laugh,down,84,2
1781,anim,shifted,long,5_high_anim,scare,away,85,5
1782,anim,unshifted,short,4_low_anim,drive,back,140,5
1783,anim,unshifted,short,4_low_anim,drive,back,86,4
1784,anim,shifted,long,7_low_anim,see,off,89,4
1785,anim,unshifted,short,6_low_anim,do,in,90,5
1786,inanim,shifted,short,4_low_inanim,force,back,96,5
1787,inanim,unshifted,short,14_high_inanim,stave,off,144,2
1788,anim,unshifted,long,10_low_anim,show,out,145,1
1789,inanim,unshifted,long,5_high_inanim,squirrel,away,98,4
1790,inanim,unshifted,long,5_low_inanim,argue,down,149,3
1791,anim,shifted,long,13_high_anim,rip,off,100,4
1792,inanim,shifted,short,4_low_inanim,force,back,101,5
1793,inanim,unshifted,long,3_low_inanim,wish,away,104,1
1794,inanim,unshifted,short,7_high_inanim,scale,back,108,5
1795,inanim,shifted,short,7_high_inanim,scale,back,5,5
1796,inanim,shifted,long,15_high_inanim,pass,on,6,5
1797,inanim,unshifted,long,3_low_inanim,wish,away,7,1
1798,anim,shifted,short,13_high_anim,rip,off,11,5
1799,inanim,unshifted,long,10_low_inanim,have,on,14,2
1800,anim,shifted,long,14_high_anim,egg,on,150,2
1801,inanim,unshifted,short,7_low_inanim,move,in,15,5
1802,inanim,unshifted,short,9_low_inanim,read,off,16,3
1803,anim,shifted,short,10_high_anim,rein,in,151,5
1804,inanim,unshifted,long,5_high_inanim,squirrel,away,115,3
1805,inanim,shifted,short,10_low_inanim,have,on,22,5
1806,anim,shifted,long,4_low_anim,drive,back,24,4
1807,anim,unshifted,short,9_low_anim,lead,on,152,4
1808,anim,shifted,short,13_low_anim,talk,up,25,4
1809,anim,unshifted,long,10_high_anim,rein,in,26,5
1810,inanim,shifted,long,5_low_inanim,argue,down,27,5
1811,anim,unshifted,short,18_high_anim,pep,up,118,2
1812,inanim,unshifted,short,3_low_inanim,wish,away,30,5
1813,inanim,shifted,long,5_high_inanim,squirrel,away,154,5
1814,anim,unshifted,short,4_low_anim,drive,back,119,2
1815,inanim,shifted,long,4_low_inanim,force,back,35,4
1816,anim,shifted,long,13_low_anim,talk,up,36,3
1817,inanim,shifted,long,11_low_inanim,deal,out,120,5
1818,inanim,shifted,long,16_high_inanim,flesh,out,39,3
1819,anim,shifted,long,3_low_anim,send,away,41,3
1820,inanim,unshifted,long,7_high_inanim,scale,back,42,4
1821,anim,unshifted,long,5_high_anim,scare,away,44,4
1822,inanim,unshifted,short,7_low_inanim,move,in,45,5
1823,inanim,shifted,short,16_high_inanim,flesh,out,146,4
1824,anim,shifted,long,6_high_anim,bring,back,46,4
1825,anim,unshifted,long,18_high_anim,pep,up,127,2
1826,inanim,shifted,short,7_high_inanim,scale,back,48,5
1827,anim,unshifted,long,10_low_anim,show,out,128,2
1828,inanim,unshifted,short,7_high_inanim,scale,back,155,5
1829,inanim,unshifted,short,20_high_inanim,divvy,up,52,5
1830,inanim,shifted,long,13_high_inanim,factor,in,55,5
1831,inanim,shifted,long,3_low_inanim,wish,away,56,2
1832,inanim,shifted,short,9_low_inanim,read,off,130,5
1833,anim,shifted,long,9_low_anim,lead,on,131,5
1834,anim,unshifted,long,15_high_anim,bail,out,132,4
1835,inanim,shifted,long,16_high_inanim,flesh,out,133,5
1836,inanim,shifted,long,7_low_inanim,move,in,63,3
1837,inanim,unshifted,long,7_high_inanim,scale,back,147,1
1838,anim,unshifted,short,6_high_anim,bring,back,66,5
1839,anim,unshifted,long,9_low_anim,lead,on,70,2
1840,inanim,unshifted,long,15_high_inanim,pass,on,137,3
1841,anim,shifted,long,10_low_anim,show,out,75,2
1842,inanim,unshifted,short,7_high_inanim,scale,back,77,3
1843,anim,shifted,short,10_low_anim,show,out,81,4
1844,inanim,unshifted,short,4_low_inanim,force,back,84,3
1845,inanim,unshifted,long,13_high_inanim,factor,in,87,3
1846,anim,shifted,short,4_low_anim,drive,back,88,3
1847,anim,unshifted,short,10_low_anim,show,out,91,5
1848,inanim,unshifted,long,11_low_inanim,deal,out,94,2
1849,inanim,shifted,long,7_low_inanim,move,in,144,5
1850,inanim,shifted,short,3_low_inanim,wish,away,145,5
1851,anim,shifted,long,14_high_anim,egg,on,97,4
1852,anim,shifted,long,9_low_anim,lead,on,101,5
1853,inanim,unshifted,short,16_high_inanim,flesh,out,1,5
1854,anim,unshifted,short,13_low_anim,talk,up,107,4
1855,inanim,unshifted,long,5_high_inanim,squirrel,away,2,2
1856,inanim,shifted,long,3_low_inanim,wish,away,4,3
1857,inanim,shifted,short,10_low_inanim,have,on,108,3
1858,inanim,shifted,short,15_high_inanim,pass,on,8,5
1859,inanim,unshifted,long,5_high_inanim,squirrel,away,12,2
1860,anim,unshifted,short,8_high_anim,bog,down,13,4
1861,anim,shifted,long,14_high_anim,egg,on,14,2
1862,anim,unshifted,short,8_high_anim,bog,down,17,5
1863,inanim,unshifted,short,14_low_inanim,buy,up,18,2
1864,anim,shifted,long,4_low_anim,drive,back,151,3
1865,anim,shifted,short,4_low_anim,drive,back,156,4
1866,anim,shifted,short,9_low_anim,lead,on,19,4
1867,anim,unshifted,short,5_low_anim,laugh,down,20,4
1868,anim,unshifted,short,8_high_anim,bog,down,152,4
1869,inanim,unshifted,long,3_low_inanim,wish,away,116,4
1870,anim,unshifted,short,10_low_anim,show,out,117,5
1871,anim,unshifted,long,5_low_anim,laugh,down,29,1
1872,anim,unshifted,long,9_low_anim,lead,on,118,1
1873,inanim,shifted,short,3_low_inanim,wish,away,33,5
1874,inanim,unshifted,long,15_high_inanim,pass,on,119,3
1875,anim,unshifted,long,10_low_anim,show,out,34,2
1876,anim,unshifted,long,15_high_anim,bail,out,36,4
1877,inanim,unshifted,long,9_high_inanim,wolf,down,120,5
1878,inanim,shifted,long,7_low_inanim,move,in,38,2
1879,anim,unshifted,long,13_low_anim,talk,up,39,4
1880,anim,unshifted,short,7_low_anim,see,off,40,5
1881,anim,shifted,short,9_low_anim,lead,on,146,3
1882,anim,shifted,long,10_low_anim,show,out,125,2
1883,anim,unshifted,short,6_low_anim,do,in,46,3
1884,inanim,shifted,short,16_high_inanim,flesh,out,127,5
1885,anim,shifted,long,7_low_anim,see,off,49,4
1886,inanim,shifted,short,11_low_inanim,deal,out,50,4
1887,inanim,unshifted,long,7_low_inanim,move,in,51,3
1888,inanim,shifted,long,11_low_inanim,deal,out,148,4
1889,anim,unshifted,long,10_low_anim,show,out,130,3
1890,inanim,unshifted,long,7_low_inanim,move,in,58,2
1891,inanim,unshifted,short,14_low_inanim,buy,up,61,2
1892,inanim,shifted,short,14_low_inanim,buy,up,62,4
1893,anim,shifted,short,13_high_anim,rip,off,64,5
1894,inanim,unshifted,short,5_high_inanim,squirrel,away,65,2
1895,anim,shifted,long,15_high_anim,bail,out,134,4
1896,anim,shifted,long,14_high_anim,egg,on,68,4
1897,inanim,unshifted,short,11_low_inanim,deal,out,69,4
1898,anim,unshifted,long,7_low_anim,see,off,72,3
1899,anim,unshifted,long,14_high_anim,egg,on,137,2
1900,inanim,shifted,long,7_low_inanim,move,in,74,5
1901,anim,unshifted,long,3_low_anim,send,away,76,3
1902,inanim,shifted,long,3_low_inanim,wish,away,77,4
1903,inanim,unshifted,long,14_high_inanim,stave,off,80,2
1904,inanim,shifted,long,7_low_inanim,move,in,87,2
1905,anim,unshifted,long,18_high_anim,pep,up,88,2
1906,inanim,shifted,short,15_high_inanim,pass,on,91,5
1907,anim,shifted,long,10_high_anim,rein,in,92,4
1908,anim,shifted,long,10_low_anim,show,out,141,3
1909,inanim,shifted,long,16_high_inanim,flesh,out,96,2
1910,anim,unshifted,long,6_high_anim,bring,back,142,3
1911,anim,unshifted,long,5_high_anim,scare,away,143,4
1912,anim,shifted,long,14_high_anim,egg,on,144,4
1913,inanim,unshifted,short,14_low_inanim,buy,up,98,5
1914,anim,shifted,long,6_low_anim,do,in,100,4
1915,inanim,shifted,short,15_high_inanim,pass,on,103,5
1916,anim,shifted,short,6_low_anim,do,in,1,4
1917,anim,shifted,short,15_high_anim,bail,out,3,5
1918,anim,shifted,short,5_low_anim,laugh,down,4,2
1919,anim,shifted,long,9_low_anim,lead,on,108,3
1920,inanim,shifted,long,14_high_inanim,stave,off,10,3
1921,anim,unshifted,long,8_high_anim,bog,down,110,2
1922,anim,unshifted,short,6_high_anim,bring,back,12,5
1923,anim,unshifted,long,6_low_anim,do,in,111,1
1924,inanim,unshifted,short,9_high_inanim,wolf,down,13,5
1925,inanim,unshifted,short,13_high_inanim,factor,in,112,5
1926,inanim,unshifted,long,10_low_inanim,have,on,150,3
1927,anim,shifted,short,10_high_anim,rein,in,15,5
1928,inanim,shifted,long,13_high_inanim,factor,in,113,5
1929,inanim,shifted,short,5_high_inanim,squirrel,away,17,5
1930,inanim,shifted,long,10_low_inanim,have,on,152,4
1931,anim,shifted,short,7_low_anim,see,off,116,5
1932,anim,shifted,long,5_high_anim,scare,away,117,4
1933,anim,shifted,long,14_high_anim,egg,on,29,4
1934,inanim,unshifted,short,16_high_inanim,flesh,out,30,4
1935,inanim,unshifted,long,15_high_inanim,pass,on,32,5
1936,anim,unshifted,short,9_low_anim,lead,on,35,5
1937,anim,shifted,long,10_low_anim,show,out,37,4
1938,anim,shifted,short,7_low_anim,see,off,120,4
1939,anim,unshifted,long,15_high_anim,bail,out,121,4
1940,inanim,shifted,long,3_low_inanim,wish,away,39,2
1941,inanim,shifted,short,5_high_inanim,squirrel,away,124,1
1942,inanim,unshifted,long,14_low_inanim,buy,up,42,5
1943,inanim,unshifted,long,7_high_inanim,scale,back,43,4
1944,inanim,unshifted,short,3_low_inanim,wish,away,125,4
1945,inanim,unshifted,short,7_high_inanim,scale,back,47,4
1946,anim,shifted,long,18_high_anim,pep,up,126,5
1947,anim,unshifted,long,5_low_anim,laugh,down,127,1
1948,inanim,unshifted,long,4_low_inanim,force,back,49,3
1949,inanim,unshifted,short,14_low_inanim,buy,up,155,3
1950,inanim,unshifted,long,14_high_inanim,stave,off,53,1
1951,inanim,shifted,long,5_high_inanim,squirrel,away,54,3
1952,anim,shifted,long,13_high_anim,rip,off,148,4
1953,inanim,unshifted,long,14_low_inanim,buy,up,129,1
1954,anim,unshifted,short,6_high_anim,bring,back,59,5
1955,inanim,shifted,long,20_high_inanim,divvy,up,60,4
1956,inanim,shifted,long,16_high_inanim,flesh,out,131,4
1957,inanim,unshifted,long,9_high_inanim,wolf,down,62,4
1958,inanim,unshifted,long,14_low_inanim,buy,up,64,4
1959,anim,shifted,long,3_low_anim,send,away,65,5
1960,inanim,shifted,short,20_high_inanim,divvy,up,134,5
1961,inanim,unshifted,short,5_low_inanim,argue,down,67,4
1962,inanim,unshifted,long,20_high_inanim,divvy,up,68,5
1963,anim,unshifted,long,5_low_anim,laugh,down,69,2
1964,anim,unshifted,long,10_low_anim,show,out,71,2
1965,inanim,unshifted,short,9_low_inanim,read,off,72,5
1966,anim,unshifted,long,18_high_anim,pep,up,73,2
1967,anim,shifted,long,10_high_anim,rein,in,75,5
1968,anim,shifted,long,15_high_anim,bail,out,77,5
1969,anim,unshifted,long,4_low_anim,drive,back,78,4
1970,inanim,shifted,long,9_high_inanim,wolf,down,138,3
1971,inanim,shifted,short,10_low_inanim,have,on,81,4
1972,anim,shifted,short,9_low_anim,lead,on,82,4
1973,anim,unshifted,short,6_high_anim,bring,back,83,5
1974,inanim,shifted,short,15_high_inanim,pass,on,85,4
1975,inanim,unshifted,long,7_high_inanim,scale,back,140,2
1976,anim,shifted,short,9_low_anim,lead,on,89,5
1977,anim,unshifted,short,14_high_anim,egg,on,94,4
1978,inanim,unshifted,short,5_high_inanim,squirrel,away,144,4
1979,inanim,shifted,long,7_high_inanim,scale,back,97,5
1980,inanim,unshifted,short,4_low_inanim,force,back,153,5
1981,inanim,shifted,long,7_high_inanim,scale,back,99,4
1982,inanim,shifted,long,5_high_inanim,squirrel,away,102,4
1983,anim,shifted,long,6_low_anim,do,in,104,3
1984,anim,unshifted,short,10_high_anim,rein,in,105,5
1985,inanim,unshifted,short,16_high_inanim,flesh,out,106,5
1986,inanim,shifted,long,14_low_inanim,buy,up,107,5
1987,anim,shifted,long,8_high_anim,bog,down,2,4
1988,inanim,unshifted,short,11_low_inanim,deal,out,3,4
1989,inanim,shifted,long,9_high_inanim,wolf,down,108,4
1990,anim,unshifted,short,6_low_anim,do,in,6,4
1991,inanim,shifted,long,5_low_inanim,argue,down,8,4
1992,anim,unshifted,long,4_low_anim,drive,back,9,4
1993,anim,unshifted,long,3_low_anim,send,away,11,4
1994,anim,shifted,short,13_low_anim,talk,up,13,5
1995,anim,shifted,short,6_high_anim,bring,back,112,5
1996,inanim,shifted,short,16_high_inanim,flesh,out,150,4
1997,anim,unshifted,long,6_high_anim,bring,back,16,1
1998,anim,unshifted,long,13_low_anim,talk,up,18,2
1999,inanim,shifted,long,10_low_inanim,have,on,114,5
2000,inanim,unshifted,short,7_high_inanim,scale,back,151,5
2001,anim,shifted,long,5_high_anim,scare,away,20,4
2002,anim,unshifted,short,14_high_anim,egg,on,21,5
2003,anim,unshifted,short,8_high_anim,bog,down,23,3
2004,inanim,shifted,short,10_low_inanim,have,on,24,4
2005,anim,unshifted,short,4_low_anim,drive,back,152,2
2006,inanim,shifted,long,15_high_inanim,pass,on,26,5
2007,inanim,unshifted,short,13_high_inanim,factor,in,116,4
2008,inanim,shifted,short,5_low_inanim,argue,down,30,5
2009,anim,shifted,short,4_low_anim,drive,back,33,5
2010,anim,unshifted,short,15_high_anim,bail,out,119,5
2011,inanim,unshifted,short,3_low_inanim,wish,away,37,3
2012,inanim,unshifted,long,9_low_inanim,read,off,120,5
2013,inanim,unshifted,long,20_high_inanim,divvy,up,38,4
2014,anim,shifted,short,18_high_anim,pep,up,39,5
2015,anim,shifted,long,13_high_anim,rip,off,123,2
2016,anim,shifted,short,13_high_anim,rip,off,124,3
2017,anim,unshifted,short,15_high_anim,bail,out,42,5
2018,anim,shifted,long,10_low_anim,show,out,43,2
2019,inanim,shifted,long,9_low_inanim,read,off,44,5
2020,inanim,shifted,short,9_high_inanim,wolf,down,146,5
2021,inanim,unshifted,short,5_high_inanim,squirrel,away,46,4
2022,anim,shifted,short,18_high_anim,pep,up,47,4
2023,anim,unshifted,short,9_low_anim,lead,on,126,5
2024,anim,unshifted,long,10_high_anim,rein,in,128,3
2025,anim,shifted,long,15_high_anim,bail,out,155,5
2026,anim,unshifted,long,13_low_anim,talk,up,53,1
2027,inanim,unshifted,long,9_high_inanim,wolf,down,148,4
2028,anim,unshifted,long,13_high_anim,rip,off,56,1
2029,anim,shifted,short,13_low_anim,talk,up,60,5
2030,anim,shifted,long,9_low_anim,lead,on,61,3
2031,inanim,unshifted,long,16_high_inanim,flesh,out,132,5
2032,anim,unshifted,long,13_high_anim,rip,off,133,1
2033,anim,shifted,long,4_low_anim,drive,back,134,4
2034,inanim,shifted,long,20_high_inanim,divvy,up,147,5
2035,inanim,unshifted,long,3_low_inanim,wish,away,70,1
2036,anim,shifted,long,18_high_anim,pep,up,72,4
2037,anim,shifted,long,7_low_anim,see,off,74,5
2038,inanim,shifted,long,13_high_inanim,factor,in,76,5
2039,anim,shifted,short,18_high_anim,pep,up,81,3
2040,anim,unshifted,short,6_high_anim,bring,back,139,3
2041,inanim,shifted,short,16_high_inanim,flesh,out,88,3
2042,anim,unshifted,short,13_high_anim,rip,off,89,5
2043,anim,unshifted,long,3_low_anim,send,away,92,4
2044,anim,shifted,long,8_high_anim,bog,down,93,4
2045,anim,shifted,long,18_high_anim,pep,up,141,5
2046,anim,shifted,short,3_low_anim,send,away,95,5
2047,anim,unshifted,long,7_low_anim,see,off,142,2
2048,anim,shifted,long,9_low_anim,lead,on,143,2
2049,inanim,shifted,long,14_low_inanim,buy,up,145,4
2050,anim,unshifted,long,13_high_anim,rip,off,149,3
2051,anim,unshifted,short,5_low_anim,laugh,down,153,2
2052,inanim,shifted,long,9_high_inanim,wolf,down,101,5
2053,inanim,unshifted,long,9_low_inanim,read,off,102,2
2054,inanim,unshifted,long,9_low_inanim,read,off,103,2
2055,inanim,shifted,long,10_low_inanim,have,on,106,5
2056,inanim,shifted,long,9_high_inanim,wolf,down,2,4
2057,anim,shifted,short,18_high_anim,pep,up,108,4
2058,anim,unshifted,short,10_high_anim,rein,in,5,4
2059,inanim,unshifted,short,9_low_inanim,read,off,109,4
2060,anim,unshifted,long,6_high_anim,bring,back,11,3
2061,anim,shifted,short,5_low_anim,laugh,down,12,4
2062,anim,shifted,short,8_high_anim,bog,down,14,4
2063,inanim,unshifted,short,9_high_inanim,wolf,down,16,4
2064,anim,shifted,short,5_high_anim,scare,away,113,5
2065,anim,shifted,long,15_high_anim,bail,out,18,4
2066,anim,shifted,short,5_high_anim,scare,away,114,5
2067,inanim,shifted,short,4_low_inanim,force,back,115,5
2068,inanim,shifted,short,16_high_inanim,flesh,out,156,5
2069,inanim,shifted,short,13_high_inanim,factor,in,21,5
2070,anim,unshifted,short,7_low_anim,see,off,22,5
2071,anim,unshifted,short,9_low_anim,lead,on,23,5
2072,anim,shifted,long,9_low_anim,lead,on,24,4
2073,inanim,unshifted,short,16_high_inanim,flesh,out,152,2
2074,inanim,unshifted,short,9_high_inanim,wolf,down,25,5
2075,inanim,shifted,long,11_low_inanim,deal,out,116,5
2076,inanim,unshifted,long,9_low_inanim,read,off,117,2
2077,anim,unshifted,long,8_high_anim,bog,down,27,1
2078,anim,unshifted,long,6_high_anim,bring,back,28,2
2079,inanim,shifted,long,15_high_inanim,pass,on,31,4
2080,inanim,shifted,long,5_low_inanim,argue,down,154,4
2081,inanim,unshifted,long,14_low_inanim,buy,up,119,2
2082,anim,shifted,short,15_high_anim,bail,out,34,5
2083,inanim,shifted,short,7_low_inanim,move,in,36,5
2084,anim,unshifted,short,5_low_anim,laugh,down,121,2
2085,inanim,shifted,short,13_high_inanim,factor,in,39,5
2086,anim,shifted,short,4_low_anim,drive,back,41,5
2087,anim,unshifted,long,14_high_anim,egg,on,43,2
2088,anim,unshifted,long,10_low_anim,show,out,146,2
2089,anim,unshifted,long,6_low_anim,do,in,47,2
2090,inanim,unshifted,long,15_high_inanim,pass,on,126,3
2091,inanim,shifted,short,16_high_inanim,flesh,out,49,5
2092,anim,shifted,short,18_high_anim,pep,up,53,5
2093,anim,shifted,short,6_high_anim,bring,back,54,1
2094,inanim,unshifted,long,3_low_inanim,wish,away,148,4
2095,inanim,unshifted,long,15_high_inanim,pass,on,129,1
2096,inanim,unshifted,short,9_low_inanim,read,off,58,5
2097,inanim,shifted,long,9_high_inanim,wolf,down,59,5
